Date,NAV
2020-08-31 15:21:57.180448,101.59342830602247
2020-09-30 15:21:57.180448,101.92205398849227
2020-10-31 15:21:57.180448,103.85386123538373
2020-11-30 15:21:57.180448,107.64043503009093
2020-12-31 15:21:57.180448,107.78219021789181
2021-01-31 15:21:57.180448,107.92416747858046
2021-02-28 15:21:57.180448,111.98041705115475
2021-03-31 15:21:57.180448,114.37105277406332
2021-04-30 15:21:57.180448,113.98339349531095
2021-05-31 15:21:57.180448,115.90415055514065
2021-06-30 15:21:57.180448,115.52533477771846
2021-07-31 15:21:57.180448,115.14241507244179
2021-08-31 15:21:57.180448,116.39047196896698
2021-09-30 15:21:57.180448,112.63506298708835
2021-10-31 15:21:57.180448,109.42514879075773
2021-11-30 15:21:57.180448,108.85113175249465
2021-12-31 15:21:57.180448,107.29928226855864
2022-01-31 15:21:57.180448,108.61744822701563
2022-02-28 15:21:57.180448,107.29660775614154
2022-03-31 15:21:57.180448,104.909679477184
2022-04-30 15:21:57.180448,108.6143524055209
2022-05-31 15:21:57.180448,108.77558758663685
2022-06-30 15:21:57.180448,109.57514951502867
2022-07-31 15:21:57.180448,107.11026050160673
2022-08-31 15:21:57.180448,106.58674255588704
2022-09-30 15:21:57.180448,107.46272056148311
2022-10-31 15:21:57.180448,105.63371886128012
2022-11-30 15:21:57.180448,107.06124875138113
2022-12-31 15:21:57.180448,106.4175136800674
2023-01-31 15:21:57.180448,106.43519228996749
2023-02-28 15:21:57.180448,105.79294826421167
2023-03-31 15:21:57.180448,110.34686535669059
2023-04-30 15:21:57.180448,110.97915902001381
2023-05-31 15:21:57.180448,109.29735658649783
2023-06-30 15:21:57.180448,111.75118041734784
2023-07-31 15:21:57.180448,109.69307312006623
2023-08-31 15:21:57.180448,110.80944935076617
2023-09-30 15:21:57.180448,107.13130670014546
2023-10-31 15:21:57.180448,104.92828840115848
2023-11-30 15:21:57.180448,105.97098438221111
2023-12-31 15:21:57.180448,108.17193089681395
2024-01-31 15:21:57.180448,109.19170723961057
2024-02-29 15:21:57.180448,109.59430081518222
2024-03-31 15:21:57.180448,109.5918816402538
2024-04-30 15:21:57.180448,107.00875279067813
2024-05-31 15:21:57.180448,106.11021268854398
2024-06-30 15:21:57.180448,105.76930440549259
2024-07-31 15:21:57.180448,108.64014188270076
2024-08-31 15:21:57.180448,110.03859752864113
2024-09-30 15:21:57.180448,106.81877979215713
2024-10-31 15:21:57.180448,108.15205755412909
2024-11-30 15:21:57.180448,107.96802108036064
2024-12-31 15:21:57.180448,107.15411063086694
2025-01-31 15:21:57.180448,109.10790786914679
2025-02-28 15:21:57.180448,112.01235933463411
2025-03-31 15:21:57.180448,114.7707311575148
2025-04-30 15:21:57.180448,113.53300336965067
2025-05-31 15:21:57.180448,113.5120851956795
2025-06-30 15:21:57.180448,114.94520576380746
2025-07-31 15:21:57.180448,117.8775617057695
